,Código do componente,Nome do componente,Link do componente,Docente,Horário,Local da aula,Carga horária,Tamanho da turma
6443,FGA0164,HUMANIDADES E CIDADANIA,,SANDRA MARIA FALEIROS LIMA,Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50  , FGA - SALA I1,60h,45
6444,FGA0164,HUMANIDADES E CIDADANIA,,VANESSA MARIA DE CASTRO,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , FGA - SALA S2,60h,80
6445,FGA0164,HUMANIDADES E CIDADANIA,,SANDRA MARIA FALEIROS LIMA,Quarta-feira 12:00 às 13:50Sexta-feira 12:00 às 13:50  , FGA - SALA S2,60h,80
6446,FGA0164,HUMANIDADES E CIDADANIA,,MÁRCIO HENRIQUE DE CARVALHO,Quarta-feira 16:00 às 17:50Sexta-feira 16:00 às 17:50  , FGA - SALA S4,60h,70
6447,FGA0164,HUMANIDADES E CIDADANIA,,MÁRCIO HENRIQUE DE CARVALHO,Sexta-feira 08:00 às 11:50  , FGA - SALA ANFITEATRO,60h,70
6448,FGA0164,HUMANIDADES E CIDADANIA,,MÁRCIO HENRIQUE DE CARVALHO,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50  , FGA - SALA I2,60h,60
6449,FGA0166,ELEMENTOS E MÉTODOS EM ELETRÔNICA,,FABIANO ARAUJO SOARES,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , FGA - SALA I2,60h,60
6450,FGA0167,SISTEMAS AUTOMOTIVOS,,SALEH BARBOSA KHALIL,Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , FGA - SALA S2 E S1,60h,45
6451,FGA0168,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,,SALEH BARBOSA KHALIL,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , FGA - SALA I10,60h,70
6452,FGA0168,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,,HIMILSYS HERNANDEZ GONZALEZ,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , FGA - SALA I10,30h,70
6453,FGA0168,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,,CRISTIAN VENDITTOZZI,Segunda-feira 10:00 às 11:50Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , FGA - SALA I10,90h,70
6454,FGA0168,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,,MATEUS RODRIGUES MIRANDA,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50Sexta-feira 16:00 às 17:50  , FGA - SALA S10,90h,70
6455,FGA0168,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,,HIMILSYS HERNANDEZ GONZALEZ,Segunda-feira 10:00 às 11:50Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , FGA - SALA S10,90h,70
6456,FGA0168,DESENHO INDUSTRIAL ASSISTIDO POR COMPUTADOR,,ENEIDA GONZALEZ VALDES,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , FGA - SALA S10,90h,70
6457,FGA0169,FONTES DE ENERGIA E TECNOLOGIAS DE CONVERSÃO,,AUGUSTO CESAR DE MENDONCA BRASIL,Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , FGA - SALA S7,60h,60
6458,FGA0170,FUNDAMENTOS DE SISTEMAS OPERACIONAIS,,TIAGO ALVES DA FONSECA,Segunda-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , FGA - SALA S09 E S4,60h,130
6459,FGA0172,REQUISITOS DE SOFTWARE,,GEORGE MARSICANO CORREA,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , FGA - SALA I7,60h,40
6460,FGA0172,REQUISITOS DE SOFTWARE,,ANDRE BARROS DE SALES,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , FGA - SALA I5,60h,45
6461,FGA0173,INTERAÇÃO HUMANO COMPUTADOR,,SERGIO ANTONIO ANDRADE DE FREITAS,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , FGA - SALA S7 E I6,60h,40
6462,FGA0173,INTERAÇÃO HUMANO COMPUTADOR,,ANDRE BARROS DE SALES,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , FGA - SALA MOCAP,60h,50
6463,FGA0175,ENGENHARIA DE PETRÓLEO E GÁS,,FELIPE CHAGAS STORTI,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , FGA - SALA S5,60h,45
6464,FGA0177,ANÁLISE INSTRUMENTAL DE COMBUSTÍVEIS,,MARIA DEL PILAR HIDALGO FALLA,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , FGA - SALA I5,60h,45
6465,FGA0179,MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA,,RITA DE CASSIA SILVA,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , FGA - SALA I9,60h,50
6466,FGA0179,MECANICA DOS SÓLIDOS 2 PARA ENGENHARIA,,MAURA ANGELICA MILFONT SHZU,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , FGA - SALA S7,60h,50
6467,FGA0184,GESTÃO DA PRODUÇÃO E QUALIDADE,,MARIO DE OLIVEIRA ANDRADE,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , FGA - SALA S1,60h,130
6468,FGA0184,GESTÃO DA PRODUÇÃO E QUALIDADE,,REJANE MARIA DA COSTA FIGUEIREDO,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , FGA - SALA I9,60h,130
6469,FGA0186,ELETRICIDADE APLICADA,,JORGE ANDRES CORMANE ANGARITA,Segunda-feira 08:00 às 11:50Quarta-feira 08:00 às 09:50  , FGA - SALA I8 E LAB ELET,90h,10
6470,FGA0186,ELETRICIDADE APLICADA,,FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50Sexta-feira 08:00 às 09:50  , FGA - SALA S8 E LAB ELET,60h,10
6471,FGA0186,ELETRICIDADE APLICADA,,RUDI HENRI VAN ELS,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50Sexta-feira 08:00 às 09:50  , FGA - SALA S8 E LAB ELET,30h,10
6472,FGA0188,MÉTODOS EXPERIMENTAIS PARA ENGENHARIA,,RODRIGO ARBEY MUNOZ MENESES,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , FGA - SALA S6 E LAB MAT,60h,15
6473,FGA0188,MÉTODOS EXPERIMENTAIS PARA ENGENHARIA,,RODRIGO ARBEY MUNOZ MENESES,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 16:55Sexta-feira 16:00 às 16:55  , FGA - SALA S6 E LAB MAT,60h,15
6474,FGA0188,MÉTODOS EXPERIMENTAIS PARA ENGENHARIA,,RODRIGO ARBEY MUNOZ MENESES,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 16:55Sexta-feira 16:55 às 17:50  , FGA - SALA S6 E LAB MAT,60h,15
6475,FGA0190,PROJETO DE ELEMENTOS AUTOMOTIVOS,,ALESSANDRO BORGES DE SOUSA OLIVEIRA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , FGA - SALA I4,90h,45
6476,FGA0191,MATERIAIS COMPOSTOS E PLÁSTICOS,,SANDRA MARIA DA LUZ,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , FGA - SALA I4,30h,45
6477,FGA0191,MATERIAIS COMPOSTOS E PLÁSTICOS,,EMMANUEL PACHECO ROCHA LIMA,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , FGA - SALA I4,30h,45
6478,FGA0194,ARQUITETURA DE MOTORES DE COMBUSTÃO INTERNA,,FABIO CORDEIRO DE LISBOA,Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50  , FGA - LDTEA SALA 3,60h,25
6479,FGA0195,GESTÃO DA PRODUÇÃO AUTOMOTIVA,,MARIO DE OLIVEIRA ANDRADE,Terça-feira 18:00 às 19:50Quinta-feira 18:00 às 19:50  , FGA - SALA I1,60h,45
6480,FGA0201,PROJETO DE CIRCUITOS INTEGRADOS DIGITAIS,,GILMAR SILVA BESERRA,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , FGA - SALA LAB SS,60h,45
6481,FGA0204,DINÂMICA DOS FLUÍDOS,,LUCIANO GONCALVES NOLETO,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 10:55Sexta-feira 10:00 às 11:50  , FGA - SALA S8 / SALA LAB TERM /  SALA I3,60h,25
6482,FGA0204,DINÂMICA DOS FLUÍDOS,,AUGUSTO CESAR DE MENDONCA BRASIL,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 10:55Sexta-feira 10:00 às 11:50  , FGA - SALA S8 / SALA LAB TERM /  SALA I3,15h,25
6483,FGA0204,DINÂMICA DOS FLUÍDOS,,LUCIANO GONCALVES NOLETO,Segunda-feira 10:00 às 11:50Quarta-feira 10:55 às 11:50Sexta-feira 10:00 às 11:50  , FGA - SALA S8 / SALA LAB TERM /  SALA I3,60h,20
6484,FGA0204,DINÂMICA DOS FLUÍDOS,,AUGUSTO CESAR DE MENDONCA BRASIL,Segunda-feira 10:00 às 11:50Quarta-feira 10:55 às 11:50Sexta-feira 10:00 às 11:50  , FGA - SALA S8 / SALA LAB TERM /  SALA I3,15h,20
6485,FGA0206,ENGENHARIA DE PRODUTO DE SOFTWARE,,HILMER RODRIGUES NERI,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , FGA - SALA I8,60h,45
6486,FGA0208,ARQUITETURA E DESENHO DE SOFTWARE,,MILENE SERRANO,Segunda-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , FGA - SALA MOCAP,60h,50
6487,FGA0210,PARADIGMAS DE PROGRAMAÇÃO,,MILENE SERRANO,Segunda-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , FGA - SALA I6,60h,40
6488,FGA0211,FUNDAMENTOS DE REDES DE COMPUTADORES,,FERNANDO WILLIAM CRUZ,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , FGA - SALA I7 E I8,60h,40
6489,FGA0214,TÓPICOS ESPECIAIS EM ENGENHARIA AUTOMOTIVA,,FABIO CORDEIRO DE LISBOA,Segunda-feira 14:00 às 17:50  , FGA - SALA I1 (Manutenção Automotiva),60h,20
6490,FGA0214,TÓPICOS ESPECIAIS EM ENGENHARIA AUTOMOTIVA,,BRUNO LUIZ PEREIRA,Segunda-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , FGA - SALA I5 e LAB SHP (Fund. Veículos Elétricos),60h,16
6491,FGA0219,PROCESSAMENTO DE SINAIS,,CRISTIANO JACQUES MIOSSO RODRIGUES MENDES,Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , FGA - SALA MOCAP / SALA I1,60h,45
6492,FGA0221,INTELIGÊNCIA ARTIFICIAL,,FABIANO ARAUJO SOARES,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , FGA - SALA I1,60h,45
6493,FGA0224,COMUNICAÇÕES DIGITAIS PARA ENGENHARIA,,DANIEL COSTA ARAUJO,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , FGA - SALA LAB SS,60h,20
6494,FGA0226,ELETRÔNICA VEICULAR,,EVANDRO LEONARDO SILVA TEIXEIRA,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , LAB SHP,60h,16
6495,FGA0228,PROJETO DE SISTEMAS AUTOMOTIVOS,,CARLA TATIANA MOTA ANFLOR,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50  , FGA - SALA S5,60h,45
6496,FGA0229,ANÁLISE ESTRUTURAL MÉTODO DOS ELEMENTOS FINITOS,,MAURA ANGELICA MILFONT SHZU,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , FGA - SALA I6,60h,40
6497,FGA0230,DINÂMICA DE VEÍCULOS,,SUZANA MOREIRA AVILA,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , FGA - SALA I8,60h,30
6498,FGA0232,INTEGRAÇÃO E TESTES,,HENRIQUE GOMES DE MOURA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , FGA - SALA I1 E S7,60h,45
6499,FGA0233,SENSORES E TRANSDUTORES,,RAFAEL RODRIGUES DA SILVA,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , FGA - LAB SHP,60h,16
6500,FGA0235,TÓPICOS ESPECIAIS 1 EM ENGENHARIA DE ENERGIA,,LUCIANO GONCALVES NOLETO,Segunda-feira 14:00 às 17:50  , FGA - SALA TERMO SUP,60h,10
6501,FGA0238,TESTES DE SOFTWARE,,ELAINE VENSON,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , FGA - SALA S7 E MOCAP,60h,50
6502,FGA0238,TESTES DE SOFTWARE,,ELAINE VENSON,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , FGA - SALA S7 E MOCAP,60h,50
6503,FGA0240,GERÊNCIA DE CONFIGURAÇÃO E EVOLUÇÃO DE SOFTWARE,,CARLA SILVA ROCHA AGUIAR,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , FGA - SALA I8,60h,45
6504,FGA0240,GERÊNCIA DE CONFIGURAÇÃO E EVOLUÇÃO DE SOFTWARE,,RENATO CORAL SAMPAIO,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , FGA - SALA MOCAP,60h,50
6505,FGA0242,TÉCNICAS DE PROGRAMAÇÃO EM PLATAFORMAS EMERGENTES,,ANDRE LUIZ PERON MARTINS LANNA,Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50  , FGA - SALA I2 E I7,60h,40
6506,FGA0244,PROGRAMAÇÃO PARA SISTEMAS PARALELOS E DISTRIBUÍDOS,,FERNANDO WILLIAM CRUZ,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , FGA - SALA S5 E S6,60h,45
6507,FGA0250,PROJETO INTEGRADOR DE ENGENHARIA 2,,ALEX REIS,Quarta-feira 16:00 às 17:50Sexta-feira 14:00 às 17:50  , FGA - SALA S1 e ANFITEATRO,90h,35
6508,FGA0250,PROJETO INTEGRADOR DE ENGENHARIA 2,,RHANDER VIANA,Quarta-feira 16:00 às 17:50Sexta-feira 14:00 às 17:50  , FGA - SALA S1 e ANFITEATRO,90h,130
6509,FGA0250,PROJETO INTEGRADOR DE ENGENHARIA 2,,ARTUR ELIAS DE MORAIS BERTOLDI,Quarta-feira 16:00 às 17:50Sexta-feira 14:00 às 17:50  , FGA - SALA S1 e ANFITEATRO,90h,35
6510,FGA0250,PROJETO INTEGRADOR DE ENGENHARIA 2,,JOSE FELICIO DA SILVA,Quarta-feira 16:00 às 17:50Sexta-feira 14:00 às 17:50  , FGA - SALA S1 e ANFITEATRO,90h,35
6511,FGA0250,PROJETO INTEGRADOR DE ENGENHARIA 2,,RICARDO MATOS CHAIM,Quarta-feira 16:00 às 17:50Sexta-feira 14:00 às 17:50  , FGA - SALA S1 e ANFITEATRO,90h,130
6512,FGA0252,SISTEMAS HIDROELÉTRICOS,,LUCIANO GONCALVES NOLETO,Segunda-feira 16:55 às 17:50Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , FGA - SALA TERM-SUP / SALA LAB TERM,60h,25
6513,FGA0252,SISTEMAS HIDROELÉTRICOS,,RUDI HENRI VAN ELS,Segunda-feira 16:55 às 17:50Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , FGA - SALA TERM-SUP / SALA LAB TERM,15h,25
6514,FGA0254,CIÊNCIAS AEROESPACIAIS,,RAFAEL CASTILHO FARIA MENDES,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , A DESIGNAR,60h,130
6515,FGA0258,INSTRUMENTAÇÃO BIOMÉDICA 2,,EULER DE VILHENA GARCIA,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , FGA - SALA S5,60h,45
6516,FGA0259,MODELAGEM DE SISTEMAS BIOLÓGICOS,,CRISTIANO JACQUES MIOSSO RODRIGUES MENDES,Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50  , FGA - SALA S5,60h,25
6517,FGA0261,TÓPICOS ESPECIAIS EM ELETRONICA,,DANIEL MAURICIO MUNOZ ARBOLEDA,Sexta-feira 14:00 às 17:50  , FGA - SALA I8 / LAB NEI 2,60h,12
6518,FGA0262,TRANSMISSÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,,LOANA NUNES VELASCO,Quarta-feira 10:00 às 12:55Sexta-feira 10:00 às 11:50  , FGA - SALA I3 / SALA S6 / LAB ELETR,75h,40
6519,FGA0265,ECONOMIA DE ENERGIA,,PAULA MEYER SOARES,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , FGA - SALA S5,60h,45
6520,FGA0266,ACÚSTICA E VIBRAÇÕES VEICULARES,,MARIA ALZIRA DE ARAUJO NUNES,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , FGA - SALA MULTIUSO,60h,15
6521,FGA0267,PROJETO DE ESTRUTURAS DE VEICULOS,,HENRIQUE GOMES DE MOURA,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , FGA - SALA I3,60h,60
6522,FGA0268,ANÁLISE DINÂMICA MÉTODOS DOS ELEMENTOS FINITOS,,SUZANA MOREIRA AVILA,Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , FGA - LAB SHP,60h,10
6523,FGA0270,SISTEMAS HIDRÁULICOS E PNEUMÁTICOS,,ANDRE MURILO DE ALMEIDA PINTO,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , FGA - SALA LAB SHP,60h,8
6524,FGA0270,SISTEMAS HIDRÁULICOS E PNEUMÁTICOS,,ANDRE MURILO DE ALMEIDA PINTO,Segunda-feira 14:00 às 15:50Quarta-feira 12:00 às 13:50  , FGA - SALA LAB SHP,60h,8
6525,FGA0273,MELHORIA DE PROCESSOS DE SOFTWARE,,CRISTIANE SOARES RAMOS,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , FGA - SALA S7,60h,60
6526,FGA0274,PRODUTIVIDADE E PROFISSIONALISMO EM ENGENHARIA DE SOFTWARE,,WANDER CLEBER MARIA PEREIRA DA SILVA,Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , FGA - SALA S8,60h,45
6527,FGA0275,ENGENHARIA DE SOFTWARE EXPERIMENTAL,,REJANE MARIA DA COSTA FIGUEIREDO,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , FGA - SALA S8,60h,45
6528,FGA0278,QUALIDADE DE SOFTWARE 1,,CRISTIANE SOARES RAMOS,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , FGA - SALA S7,60h,60
6529,FGA0278,QUALIDADE DE SOFTWARE 1,,RICARDO AJAX DIAS KOSLOSKI,Terça-feira 18:00 às 19:50Quinta-feira 18:00 às 19:50  , FGA - SALA I7,60h,40
6530,FGA0281,SISTEMAS DE PROPULSÃO LIQUIDA,,ARTUR ELIAS DE MORAIS BERTOLDI,Quarta-feira 12:00 às 13:50Sexta-feira 12:00 às 13:50  , FGA - SALA I7,60h,40
6531,FGA0282,FUNDAMENTOS DO PROJETO DE AERONAVES,,POLLIANA CANDIDA OLIVEIRA MARTINS,Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50  , FGA - SALA MULTIUSO,60h,15
6532,FGA0283,MECÂNICA DOS MATERIAIS COMPÓSITOS,,ARTEM ANDRIANOV,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , FGA - SALA TERMO-SUP,60h,25
6533,FGA0285,INTRODUÇÃO À MECÂNICA DA FRATURA,,CARLA TATIANA MOTA ANFLOR,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , FGA - LDTEA SALA 3,60h,30
6534,FGA0286,FUNDAMENTOS DO MÉTODO DOS ELEMENTOS FINITOS,,MANUEL NASCIMENTO DIAS BARCELOS JUNIOR,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , FGA - SALA ANFITEATRO,60h,30
6535,FGA0292,INTRODUÇÃO À FOTÔNICA E OPTRÔNICA,,SEBASTIEN ROLAND MARIE JOSEPH RONDINEAU,Quarta-feira 12:00 às 13:50Sexta-feira 12:00 às 13:50  , FGA - SALA I3,60h,45
6536,IDA0012,METODOLOGIA DE PESQUISA EM ARTES CÊNICAS,,LUCIANA DA COSTA DIAS,, ALTO PARAÍSO DE GOIÁS/GO,60h,20
6537,IDA0012,METODOLOGIA DE PESQUISA EM ARTES CÊNICAS,,LUCIANA DA COSTA DIAS,, ARARAS/SP,60h,25
6538,IDA0012,METODOLOGIA DE PESQUISA EM ARTES CÊNICAS,,LUCIANA DA COSTA DIAS,, CUIABÁ/MT,60h,20
6539,IDA0012,METODOLOGIA DE PESQUISA EM ARTES CÊNICAS,,LUCIANA DA COSTA DIAS,, SANTOS/SP,60h,25
6540,IDA0012,METODOLOGIA DE PESQUISA EM ARTES CÊNICAS,,LUCIANA DA COSTA DIAS,, VITÓRIA/ES,60h,20
6541,IDA0013,TÓPICOS ESPECIAIS EM ARTES CÊNICAS 2,,ROBERTA CANTARELA,, ALTO PARAÍSO DE GOIÁS/GO,60h,20
6542,IDA0013,TÓPICOS ESPECIAIS EM ARTES CÊNICAS 2,,ROBERTA CANTARELA,, ARARAS/SP,60h,25
6543,IDA0013,TÓPICOS ESPECIAIS EM ARTES CÊNICAS 2,,ROBERTA CANTARELA,, CUIABÁ/MT,60h,20
6544,IDA0013,TÓPICOS ESPECIAIS EM ARTES CÊNICAS 2,,ROBERTA CANTARELA,, SANTOS/SP,60h,25
6545,IDA0013,TÓPICOS ESPECIAIS EM ARTES CÊNICAS 2,,ROBERTA CANTARELA,, VITÓRIA/ES,60h,20
6546,IDA0288,PRÁTICAS MUSICAIS DA CULTURA 2,,FRANCINE KEMMER CERNEV,, MULTIPOLO,60h,130
6547,IDA0291,PERCEPÇÃO E ESTRUTURAÇÃO MUSICAL 3,,SIMONE LACORTE RECOVA,, MULTIPOLO,60h,60
6548,IDA0295,PRÁTICAS MUSICAIS DA CULTURA 3,,FRANCINE KEMMER CERNEV,, MULTIPOLO,60h,130
6549,IDA0298,PERCEPÇÃO E ESTRUTURAÇÃO MUSICAL 4,,SIMONE LACORTE RECOVA,, MULTIPOLO,60h,100
6550,IDA0306,ARTE E CULTURA POPULAR,,CESAR LIGNELLI,, MULTIPOLO,45h,45
6551,IDA0318,HISTÓRIA DAS ARTES - EDUCAÇÃO 2,,CESAR LIGNELLI,, MULTIPOLO,90h,50
6552,IDA0320,LABORATÓRIO DE TEATRO 4 - TEATRO DE FORMAS ANIMADAS,,CESAR LIGNELLI,, MULTIPOLO,90h,50
6553,IDA0323,ESTÁGIO CURRICULAR SUPERVISIONADO EM TEATRO 2,,CESAR LIGNELLI,, MULTIPOLO,90h,20
6554,IDA0336,PROCESSOS DE ENCENAÇÃO,,CESAR LIGNELLI,, ALTO PARAÍSO DE GOIÁS/GO,90h,20
6555,IDA0336,PROCESSOS DE ENCENAÇÃO,,CESAR LIGNELLI,, ARARAS/SP,90h,25
6556,IDA0336,PROCESSOS DE ENCENAÇÃO,,CESAR LIGNELLI,, CUIABÁ/MT,90h,20
6557,IDA0336,PROCESSOS DE ENCENAÇÃO,,CESAR LIGNELLI,, SANTOS/SP,90h,25
6558,IDA0336,PROCESSOS DE ENCENAÇÃO,,CESAR LIGNELLI,, VITÓRIA/ES,90h,20
6559,IDA0338,PEDAGOGIA DO TEATRO 1,,CESAR LIGNELLI,, MULTIPOLO,90h,40
6560,IDA0348,ATELIER DE ARTES VISUAIS 3,,SHAHRAM AFRAHI,, MULTIPOLO,90h,62
6561,IDA0371,PERCEPÇÃO E ESTRUTURAÇÃO MUSICAL 1,,SIMONE LACORTE RECOVA,, MULTIPOLO,60h,130
6562,IDA0383,PERCEPÇÃO E ESTRUTURAÇÃO MUSICAL 2,,SIMONE LACORTE RECOVA,, MULTIPOLO,60h,130
6563,IDA0384,INTRODUÇÃO À PESQUISA EM EDUCAÇÃO MUSICAL,,PAULO ROBERTO AFFONSO MARINS,, MULTIPOLO,60h,130
6564,IDA0385,PRÁTICAS MUSICAIS DA CULTURA 1,,FRANCINE KEMMER CERNEV,, MULTIPOLO,60h,130
6565,IDA0389,ESTÁGIO CURRICULAR SUPERVISIONADO EM TEATRO 3,,CESAR LIGNELLI,, ALTO PARAÍSO DE GOIÁS/GO,105h,20
6566,IDA0389,ESTÁGIO CURRICULAR SUPERVISIONADO EM TEATRO 3,,CESAR LIGNELLI,, ARARAS/SP,105h,25
6567,IDA0389,ESTÁGIO CURRICULAR SUPERVISIONADO EM TEATRO 3,,CESAR LIGNELLI,, CUIABÁ/MT,105h,20
6568,IDA0389,ESTÁGIO CURRICULAR SUPERVISIONADO EM TEATRO 3,,CESAR LIGNELLI,, SANTOS/SP,105h,25
6569,IDA0389,ESTÁGIO CURRICULAR SUPERVISIONADO EM TEATRO 3,,CESAR LIGNELLI,, VITÓRIA/ES,105h,20
6570,IDA0408,ESTUDO DAS VISUALIDADES INDÍGENAS,,MARIA DEL ROSARIO TATIANA FERNANDEZ MENDEZ,, MULTIPOLO,60h,16
6571,IDA0409,PRATICAS DE ENSINO EM LINGUAGENS DE ARTE,,THERESE HOFMANN GATTI RODRIGUES DA COSTA,, MULTIPOLO,60h,15
6572,IDA0410,PRÁTICAS DE ARTES VISUAIS - MATERIAIS EM ARTE,,THERESE HOFMANN GATTI RODRIGUES DA COSTA,, MULTIPOLO,60h,13
6573,IDA0414,METODOLOGIAS DE ENSINO E DE PESQUISA EM ARTES VISUAIS,,MARIA DEL ROSARIO TATIANA FERNANDEZ MENDEZ,, MULTIPOLO,90h,21
6574,IDA0416,PRÁTICAS DE ENSINO - OBJETOS DE APRENDIZAGEM,,MARIA DEL ROSARIO TATIANA FERNANDEZ MENDEZ,, MULTIPOLO,60h,15
6575,IDA0429,ESTUDOS VISUAIS DA EDUCAÇÃO 2,,BELIDSON DIAS BEZERRA JUNIOR,, MULTIPOLO,60h,62
6576,IDA0430,TEORIA EM ARTES VISUAIS 2,,Luís Müller Posca                                           ,, MULTIPOLO,60h,62
6577,IDA0431,PRÁTICAS DE ARTES VISUAIS - PROPOSTAS,,TATIANA DUARTE MENEZES,, MULTIPOLO,75h,62
6578,IDA0432,ESTÁGIO SUPERVISIONADO EM ARTES VISUAIS 3,,THERESE HOFMANN GATTI RODRIGUES DA COSTA,, MULTIPOLO,150h,62
6579,IDA0442,POLÍTICAS PÚBLICAS E GESTÃO EM ARTE EDUCAÇÃO,,CESAR LIGNELLI,, MULTIPOLO,45h,50
6580,IDA0443,PRÁTICA DOCENTE EM PEDAGOGIA DO TEATRO PARA A INCLUSÃO ESCOLAR,,CESAR LIGNELLI,, ALTO PARAÍSO DE GOIÁS/GO,90h,20
6581,IDA0443,PRÁTICA DOCENTE EM PEDAGOGIA DO TEATRO PARA A INCLUSÃO ESCOLAR,,CESAR LIGNELLI,, ARARAS/SP,90h,25
6582,IDA0443,PRÁTICA DOCENTE EM PEDAGOGIA DO TEATRO PARA A INCLUSÃO ESCOLAR,,CESAR LIGNELLI,, CUIABÁ/MT,90h,20
